CDS;RF;TABELA_LOCAL;VIEW;STATUS
ZS4_VCI_ZOVTPS_PROD_SER;RS_S4H_PUB_004;S4H_TB_ZOVTPS_PROD_SER;S4H_VW_ZOVTPS_PROD_SER_R;
ZS4_VCI_ZOVTPS_PROD_SERT;RS_S4H_PUB_004;S4H_TB_ZOVTPS_PROD_SERT;S4H_VW_ZOVTPS_PROD_SERT_R;
ZS4_VCI_ZOVTPS_PRODUC;RS_S4H_PUB_004;S4H_TB_ZOVTPS_PRODUC;S4H_VW_ZOVTPS_PRODUC_R;
ZS4_VCI_ZOVTPS_PRODUCT;RS_S4H_PUB_004;S4H_TB_ZOVTPS_PRODUCT;S4H_VW_ZOVTPS_PRODUCT_R;
ZS4_VCI_ZOVTPS_PROGRAM;RS_S4H_PUB_004;S4H_TB_ZOVTPS_PROGRAM;S4H_VW_ZOVTPS_PROGRAM_R;
ZS4_VCI_ZOVTPS_PROGRAMT;RS_S4H_PUB_004;S4H_TB_ZOVTPS_PROGRAMT;S4H_VW_ZOVTPS_PROGRAMT_R;
ZS4_VCI_ZOVTPS_STRATEG;RS_S4H_PUB_004;S4H_TB_ZOVTPS_STRATEG;S4H_VW_ZOVTPS_STRATEG_R;
ZS4_VCI_ZOVTPS_STRATEGT;RS_S4H_PUB_004;S4H_TB_ZOVTPS_STRATEGT;S4H_VW_ZOVTPS_STRATEGT_R;
ZS4_VCI_ZOVTPS_SUB_STRA;RS_S4H_PUB_004;S4H_TB_ZOVTPS_SUB_STRA;S4H_VW_ZOVTPS_SUB_STRA_R;
ZS4_VCI_ZOVTPS_SUB_STRAT;RS_S4H_PUB_004;S4H_TB_ZOVTPS_SUB_STRAT;S4H_VW_ZOVTPS_SUB_STRAT_R;
ZS4_VCI_ZOVTPS004;RS_S4H_PUB_004;S4H_TB_ZOVTPS004;S4H_VW_ZOVTPS004_R;
ZS4_VCI_ZOVTSD_ALLOT_MAP;RS_S4H_PUB_004;S4H_TB_ZOVTSD_ALLOT_MAP;S4H_VW_ZOVTSD_ALLOT_MAP_R;
ZS4_VCI_ZOVTSD_ASYSTLTRM;RS_S4H_PUB_004;S4H_TB_ZOVTSD_ASYSTLTRM;S4H_VW_ZOVTSD_ASYSTLTRM_R;
ZS4_VCI_ZOVTSD_BCHAR_CON;RS_S4H_PUB_004;S4H_TB_ZOVTSD_BCHAR_CON;S4H_VW_ZOVTSD_BCHAR_CON_R;
ZS4_VCI_ZOVTSD_CON_METAL;RS_S4H_PUB_004;S4H_TB_ZOVTSD_CON_METAL;S4H_VW_ZOVTSD_CON_METAL_R;
ZS4_VCI_ZOVTSD_CSM_FPO;RS_S4H_PUB_004;S4H_TB_ZOVTSD_CSM_FPO;S4H_VW_ZOVTSD_CSM_FPO_R;
ZS4_VCI_ZOVTSD_DOCTRACK;RS_S4H_PUB_004;S4H_TB_ZOVTSD_DOCTRACK;S4H_VW_ZOVTSD_DOCTRACK_R;
ZS4_VCI_ZOVTSD_INV_FORE;RS_S4H_PUB_004;S4H_TB_ZOVTSD_INV_FORE;S4H_VW_ZOVTSD_INV_FORE_R;
ZS4_VCI_ZOVTSD_INV_UPLD;RS_S4H_PUB_004;S4H_TB_ZOVTSD_INV_UPLD;S4H_VW_ZOVTSD_INV_UPLD_R;
ZS4_VCI_ZOVTSD_LOG_TABLE;RS_S4H_PUB_004;S4H_TB_ZOVTSD_LOG_TABLE;S4H_VW_ZOVTSD_LOG_TABLE_R;
ZS4_VCI_ZOVTSD_METAL_COD;RS_S4H_PUB_004;S4H_TB_ZOVTSD_METAL_COD;S4H_VW_ZOVTSD_METAL_COD_R;
ZS4_VCI_ZOVTSD_METAL_XWT;RS_S4H_PUB_004;S4H_TB_ZOVTSD_METAL_XWT;S4H_VW_ZOVTSD_METAL_XWT_R;
ZS4_VCI_ZOVTSD_NETB_FSUM;RS_S4H_PUB_004;S4H_TB_ZOVTSD_NETB_FSUM;S4H_VW_ZOVTSD_NETB_FSUM_R;
ZS4_VCI_ZOVTSD_NETBD_DSO;RS_S4H_PUB_004;S4H_TB_ZOVTSD_NETBD_DSO;S4H_VW_ZOVTSD_NETBD_DSO_R;
ZS4_VCI_ZOVTSD_NETBD_FC;RS_S4H_PUB_004;S4H_TB_ZOVTSD_NETBD_FC;S4H_VW_ZOVTSD_NETBD_FC_R;
ZS4_VCI_ZOVTSD_NETBD_FPF;RS_S4H_PUB_004;S4H_TB_ZOVTSD_NETBD_FPF;S4H_VW_ZOVTSD_NETBD_FPF_R;
ZS4_VCI_ZOVTSD_NETBD_IFF;RS_S4H_PUB_004;S4H_TB_ZOVTSD_NETBD_IFF;S4H_VW_ZOVTSD_NETBD_IFF_R;
ZS4_VCI_ZOVTSD_NETBD_INF;RS_S4H_PUB_004;S4H_TB_ZOVTSD_NETBD_INF;S4H_VW_ZOVTSD_NETBD_INF_R;
ZS4_VCI_ZOVTSD_NETBD_MIS;RS_S4H_PUB_004;S4H_TB_ZOVTSD_NETBD_MIS;S4H_VW_ZOVTSD_NETBD_MIS_R;
ZS4_VCI_ZOVTSD_NETBD_PPA;RS_S4H_PUB_004;S4H_TB_ZOVTSD_NETBD_PPA;S4H_VW_ZOVTSD_NETBD_PPA_R;
ZS4_VCI_ZOVTSD_NETBD_SGC;RS_S4H_PUB_004;S4H_TB_ZOVTSD_NETBD_SGC;S4H_VW_ZOVTSD_NETBD_SGC_R;
ZS4_VCI_ZOVTSD_NETBD_SGR;RS_S4H_PUB_004;S4H_TB_ZOVTSD_NETBD_SGR;S4H_VW_ZOVTSD_NETBD_SGR_R;
ZS4_VCI_ZOVTSD_NETBD_TAX;RS_S4H_PUB_004;S4H_TB_ZOVTSD_NETBD_TAX;S4H_VW_ZOVTSD_NETBD_TAX_R;
ZS4_VCI_ZOVTSD_NETBD_WH2;RS_S4H_PUB_004;S4H_TB_ZOVTSD_NETBD_WH2;S4H_VW_ZOVTSD_NETBD_WH2_R;
ZS4_VCI_ZOVTSD_PORT_PLNT;RS_S4H_PUB_004;S4H_TB_ZOVTSD_PORT_PLNT;S4H_VW_ZOVTSD_PORT_PLNT_R;
ZS4_VCI_ZOVTSD_PPAOUT;RS_S4H_PUB_004;S4H_TB_ZOVTSD_PPAOUT;S4H_VW_ZOVTSD_PPAOUT_R;
ZS4_VCI_ZOVTSD_PPAPRIC;RS_S4H_PUB_004;S4H_TB_ZOVTSD_PPAPRIC;S4H_VW_ZOVTSD_PPAPRIC_R;
ZS4_VCI_ZOVTSD_PRDT_SPEC;RS_S4H_PUB_004;S4H_TB_ZOVTSD_PRDT_SPEC;S4H_VW_ZOVTSD_PRDT_SPEC_R;
ZS4_VCI_ZOVTSD_RMLOTBILL;RS_S4H_PUB_004;S4H_TB_ZOVTSD_RMLOTBILL;S4H_VW_ZOVTSD_RMLOTBILL_R;
ZS4_VCI_ZOVTSD_RMPARBILL;RS_S4H_PUB_004;S4H_TB_ZOVTSD_RMPARBILL;S4H_VW_ZOVTSD_RMPARBILL_R;
ZS4_VCI_ZOVTSD_RMSSMCND;RS_S4H_PUB_004;S4H_TB_ZOVTSD_RMSSMCND;S4H_VW_ZOVTSD_RMSSMCND_R;
ZS4_VCI_ZOVTSD_RMSSMHDR;RS_S4H_PUB_004;S4H_TB_ZOVTSD_RMSSMHDR;S4H_VW_ZOVTSD_RMSSMHDR_R;
ZS4_VCI_ZOVTSD_RMUOM;RS_S4H_PUB_004;S4H_TB_ZOVTSD_RMUOM;S4H_VW_ZOVTSD_RMUOM_R;
ZS4_VCI_ZOVTSD_VBRBF_H;RS_S4H_PUB_004;S4H_TB_ZOVTSD_VBRBF_H;S4H_VW_ZOVTSD_VBRBF_H_R;
ZS4_VCI_ZOVTSD_VBRBF_I;RS_S4H_PUB_004;S4H_TB_ZOVTSD_VBRBF_I;S4H_VW_ZOVTSD_VBRBF_I_R;
ZS4_VCI_ZOVTSD_VF11_DET;RS_S4H_PUB_004;S4H_TB_ZOVTSD_VF11_DET;S4H_VW_ZOVTSD_VF11_DET_R;
ZS4_VCI_ZOVTSDINVPARC;RS_S4H_PUB_004;S4H_TB_ZOVTSDINVPARC;S4H_VW_ZOVTSDINVPARC_R;
ZS4_VCI_ZOVTSDLOT_HEADER;RS_S4H_PUB_004;S4H_TB_ZOVTSDLOT_HEADER;S4H_VW_ZOVTSDLOT_HEADER_R;
ZS4_VCI_ZOVTSDLOT_ITEM;RS_S4H_PUB_004;S4H_TB_ZOVTSDLOT_ITEM;S4H_VW_ZOVTSDLOT_ITEM_R;
ZS4_VCI_ZOVTSDSHIPM;RS_S4H_PUB_004;S4H_TB_ZOVTSDSHIPM;S4H_VW_ZOVTSDSHIPM_R;
ZS4_VCI_ZTB_DISPATCHER;RS_S4H_PUB_004;S4H_TB_ZTB_DISPATCHER;S4H_VW_ZTB_DISPATCHER_R;
ZS4_VCI_ZTL_EHL_ERROR;RS_S4H_PUB_004;S4H_TB_ZTL_EHL_ERROR;S4H_VW_ZTL_EHL_ERROR_R;
ZS4_VCI_ZTLSBC_IA_BUFFER;RS_S4H_PUB_004;S4H_TB_ZTLSBC_IA_BUFFER;S4H_VW_ZTLSBC_IA_BUFFER_R;
ZS4_VCI_ZTLSBC_LOG_MSG;RS_S4H_PUB_004;S4H_TB_ZTLSBC_LOG_MSG;S4H_VW_ZTLSBC_LOG_MSG_R;
ZS4_VCI_ZTRA_PASSPORT;RS_S4H_PUB_004;S4H_TB_ZTRA_PASSPORT;S4H_VW_ZTRA_PASSPORT_R;
ZS4_VCI_ZTRA_PASSWORD;RS_S4H_PUB_004;S4H_TB_ZTRA_PASSWORD;S4H_VW_ZTRA_PASSWORD_R;
ZS4_VCI_ZVLTBCLOG;RS_S4H_PUB_004;S4H_TB_ZVLTBCLOG;S4H_VW_ZVLTBCLOG_R;
ZS4_VCI_ZVLTEH_NO_LOSS;RS_S4H_PUB_004;S4H_TB_ZVLTEH_NO_LOSS;S4H_VW_ZVLTEH_NO_LOSS_R;
ZS4_VCI_ZVLTEH_NO_LOSS_T;RS_S4H_PUB_004;S4H_TB_ZVLTEH_NO_LOSS_T;S4H_VW_ZVLTEH_NO_LOSS_T_R;
ZS4_VCI_ZVLTEH_NOLOSS;RS_S4H_PUB_004;S4H_TB_ZVLTEH_NOLOSS;S4H_VW_ZVLTEH_NOLOSS_R;
ZS4_VCI_ZVLTEH_NOLOSS_T;RS_S4H_PUB_004;S4H_TB_ZVLTEH_NOLOSS_T;S4H_VW_ZVLTEH_NOLOSS_T_R;
ZS4_VCI_ZVLTEH_SUB_NLOSS;RS_S4H_PUB_004;S4H_TB_ZVLTEH_SUB_NLOSS;S4H_VW_ZVLTEH_SUB_NLOSS_R;
ZS4_VCI_ZVLTEH_SUBLOSS_T;RS_S4H_PUB_004;S4H_TB_ZVLTEH_SUBLOSS_T;S4H_VW_ZVLTEH_SUBLOSS_T_R;
ZS4_VCI_ZVLTMM_AJU_PLANT;RS_S4H_PUB_004;S4H_TB_ZVLTMM_AJU_PLANT;S4H_VW_ZVLTMM_AJU_PLANT_R;
ZS4_VCI_ZVLTMM_DP_CONTR;RS_S4H_PUB_004;S4H_TB_ZVLTMM_DP_CONTR;S4H_VW_ZVLTMM_DP_CONTR_R;
ZS4_VCI_ZVLTMM_DP_DIASNU;RS_S4H_PUB_004;S4H_TB_ZVLTMM_DP_DIASNU;S4H_VW_ZVLTMM_DP_DIASNU_R;
ZS4_VCI_ZVLTMM_DP_PLANTS;RS_S4H_PUB_004;S4H_TB_ZVLTMM_DP_PLANTS;S4H_VW_ZVLTMM_DP_PLANTS_R;
ZS4_VCI_ZVLTMM_LEADTIME;RS_S4H_PUB_004;S4H_TB_ZVLTMM_LEADTIME;S4H_VW_ZVLTMM_LEADTIME_R;
ZS4_VCI_ZVLTPS_CADEIAVLT;RS_S4H_PUB_004;S4H_TB_ZVLTPS_CADEIAVLT;S4H_VW_ZVLTPS_CADEIAVLT_R;
ZS4_VCI_ZVLTPS_ESTRGEO;RS_S4H_PUB_004;S4H_TB_ZVLTPS_ESTRGEO;S4H_VW_ZVLTPS_ESTRGEO_R;
ZS4_VCI_ZVLTPS_ESTRGEOT;RS_S4H_PUB_004;S4H_TB_ZVLTPS_ESTRGEOT;S4H_VW_ZVLTPS_ESTRGEOT_R;
ZS4_VCI_ZVLTPS_PROJTYPE;RS_S4H_PUB_004;S4H_TB_ZVLTPS_PROJTYPE;S4H_VW_ZVLTPS_PROJTYPE_R;
ZS4_VCI_ZVLTSD_MONIT_EMB;RS_S4H_PUB_004;S4H_TB_ZVLTSD_MONIT_EMB;S4H_VW_ZVLTSD_MONIT_EMB_R;
ZS4_VCI_ZWATEHDADOSADC;RS_S4H_PUB_004;S4H_TB_ZWATEHDADOSADC;S4H_VW_ZWATEHDADOSADC_R;
ZS4_VCI_ZWATEHMID;RS_S4H_PUB_004;S4H_TB_ZWATEHMID;S4H_VW_ZWATEHMID_R;
ZS4_VCI_ZWATEHTPSERVICO;RS_S4H_PUB_004;S4H_TB_ZWATEHTPSERVICO;S4H_VW_ZWATEHTPSERVICO_R;
