TABELA_S4;TABELA_DS;VIEW_DS;STATUS
ZEHSEH_D_ABR_NC;S4H_TB_ZEHSEH_D_ABR_NC;S4H_VW_ZEHSEH_D_ABR_NC_R;
ZEHSEH_D_EVENT;S4H_TB_ZEHSEH_D_EVENT;S4H_VW_ZEHSEH_D_EVENT_R;
ZEHSEH_D_RAC_REQ;S4H_TB_ZEHSEH_D_RAC_REQ;S4H_VW_ZEHSEH_D_RAC_REQ_R;
ZEHSEH_D_RISKSIT;S4H_TB_ZEHSEH_D_RISKSIT;S4H_VW_ZEHSEH_D_RISKSIT_R;
ZEHSEH_D_THEMENC;S4H_TB_ZEHSEH_D_THEMENC;S4H_VW_ZEHSEH_D_THEMENC_R;
ZEHSEH_HIE_ORG;S4H_TB_ZEHSEH_HIE_ORG;S4H_VW_ZEHSEH_HIE_ORG_R;
ZEHSEH_S_CHECK;S4H_TB_ZEHSEH_S_CHECK;S4H_VW_ZEHSEH_S_CHECK_R;
ZEHSEH_S_CONFACR;S4H_TB_ZEHSEH_S_CONFACR;S4H_VW_ZEHSEH_S_CONFACR_R;
ZEHSEH_S_QUESTIO;S4H_TB_ZEHSEH_S_QUESTIO;S4H_VW_ZEHSEH_S_QUESTIO_R;
ZEHSS_CF_ACTIVE;S4H_TB_ZEHSS_CF_ACTIVE;S4H_VW_ZEHSS_CF_ACTIVE_R;
ZEHSSD_D_QUESTIO;S4H_TB_ZEHSSD_D_QUESTIO;S4H_VW_ZEHSSD_D_QUESTIO_R;
ZEHTEH_ACT_REF_T;S4H_TB_ZEHTEH_ACT_REF_T;S4H_VW_ZEHTEH_ACT_REF_T_R;
ZEHTEH_ACTVTCL_T;S4H_TB_ZEHTEH_ACTVTCL_T;S4H_VW_ZEHTEH_ACTVTCL_T_R;
ZEHTEH_ANX8;S4H_TB_ZEHTEH_ANX8;S4H_VW_ZEHTEH_ANX8_R;
ZEHTEH_APPL_QS_T;S4H_TB_ZEHTEH_APPL_QS_T;S4H_VW_ZEHTEH_APPL_QS_T_R;
ZEHTEH_APPL_QSNS;S4H_TB_ZEHTEH_APPL_QSNS;S4H_VW_ZEHTEH_APPL_QSNS_R;
ZEHTEH_AVAL_T;S4H_TB_ZEHTEH_AVAL_T;S4H_VW_ZEHTEH_AVAL_T_R;
ZEHTEH_BUKRS;S4H_TB_ZEHTEH_BUKRS;S4H_VW_ZEHTEH_BUKRS_R;
ZEHTEH_BUSPART;S4H_TB_ZEHTEH_BUSPART;S4H_VW_ZEHTEH_BUSPART_R;
ZEHTEH_CRTCLAC_T;S4H_TB_ZEHTEH_CRTCLAC_T;S4H_VW_ZEHTEH_CRTCLAC_T_R;
ZEHTEH_D_NONCONF;S4H_TB_ZEHTEH_D_NONCONF;S4H_VW_ZEHTEH_D_NONCONF_R;
ZEHTEH_ENVCOND_T;S4H_TB_ZEHTEH_ENVCOND_T;S4H_VW_ZEHTEH_ENVCOND_T_R;
ZEHTEH_FIP;S4H_TB_ZEHTEH_FIP;S4H_VW_ZEHTEH_FIP_R;
ZEHTEH_GRAV_NC_T;S4H_TB_ZEHTEH_GRAV_NC_T;S4H_VW_ZEHTEH_GRAV_NC_T_R;
ZEHTEH_HIE_LOC;S4H_TB_ZEHTEH_HIE_LOC;S4H_VW_ZEHTEH_HIE_LOC_R;
ZEHTEH_HIE_ORG;S4H_TB_ZEHTEH_HIE_ORG;S4H_VW_ZEHTEH_HIE_ORG_R;
ZEHTEH_HIERARC_T;S4H_TB_ZEHTEH_HIERARC_T;S4H_VW_ZEHTEH_HIERARC_T_R;
ZEHTEH_INABTYP_T;S4H_TB_ZEHTEH_INABTYP_T;S4H_VW_ZEHTEH_INABTYP_T_R;
ZEHTEH_INJDIST_T;S4H_TB_ZEHTEH_INJDIST_T;S4H_VW_ZEHTEH_INJDIST_T_R;
ZEHTEH_INJDISTYP;S4H_TB_ZEHTEH_INJDISTYP;S4H_VW_ZEHTEH_INJDISTYP_R;
ZEHTEH_INSPEC;S4H_TB_ZEHTEH_INSPEC;S4H_VW_ZEHTEH_INSPEC_R;
ZEHTEH_INSPFOR_T;S4H_TB_ZEHTEH_INSPFOR_T;S4H_VW_ZEHTEH_INSPFOR_T_R;
ZEHTEH_INSPFORMS;S4H_TB_ZEHTEH_INSPFORMS;S4H_VW_ZEHTEH_INSPFORMS_R;
ZEHTEH_INSPTYP_T;S4H_TB_ZEHTEH_INSPTYP_T;S4H_VW_ZEHTEH_INSPTYP_T_R;
ZEHTEH_ITENSRA_T;S4H_TB_ZEHTEH_ITENSRA_T;S4H_VW_ZEHTEH_ITENSRA_T_R;
ZEHTEH_ITENSRAC;S4H_TB_ZEHTEH_ITENSRAC;S4H_VW_ZEHTEH_ITENSRAC_R;
ZEHTEH_LESAO_T;S4H_TB_ZEHTEH_LESAO_T;S4H_VW_ZEHTEH_LESAO_T_R;
ZEHTEH_MGMSYSR_T;S4H_TB_ZEHTEH_MGMSYSR_T;S4H_VW_ZEHTEH_MGMSYSR_T_R;
ZEHTEH_NATEVE_T;S4H_TB_ZEHTEH_NATEVE_T;S4H_VW_ZEHTEH_NATEVE_T_R;
ZEHTEH_OCCURCL_T;S4H_TB_ZEHTEH_OCCURCL_T;S4H_VW_ZEHTEH_OCCURCL_T_R;
ZEHTEH_OPEROCC_T;S4H_TB_ZEHTEH_OPEROCC_T;S4H_VW_ZEHTEH_OPEROCC_T_R;
ZEHTEH_ORGDELTA;S4H_TB_ZEHTEH_ORGDELTA;S4H_VW_ZEHTEH_ORGDELTA_R;
ZEHTEH_ORGIDPROF;S4H_TB_ZEHTEH_ORGIDPROF;S4H_VW_ZEHTEH_ORGIDPROF_R;
ZEHTEH_ORIG_NC_T;S4H_TB_ZEHTEH_ORIG_NC_T;S4H_VW_ZEHTEH_ORIG_NC_T_R;
ZEHTEH_OU_LSTCHG;S4H_TB_ZEHTEH_OU_LSTCHG;S4H_VW_ZEHTEH_OU_LSTCHG_R;
ZEHTEH_PARAM;S4H_TB_ZEHTEH_PARAM;S4H_VW_ZEHTEH_PARAM_R;
ZEHTEH_PERGFIP_T;S4H_TB_ZEHTEH_PERGFIP_T;S4H_VW_ZEHTEH_PERGFIP_T_R;
ZEHTEH_PERGSRS_T;S4H_TB_ZEHTEH_PERGSRS_T;S4H_VW_ZEHTEH_PERGSRS_T_R;
ZEHTEH_PROCREL_T;S4H_TB_ZEHTEH_PROCREL_T;S4H_VW_ZEHTEH_PROCREL_T_R;
ZEHTEH_PRSLOSC_T;S4H_TB_ZEHTEH_PRSLOSC_T;S4H_VW_ZEHTEH_PRSLOSC_T_R;
ZEHTEH_QUESTION;S4H_TB_ZEHTEH_QUESTION;S4H_VW_ZEHTEH_QUESTION_R;
ZEHTEH_RAC;S4H_TB_ZEHTEH_RAC;S4H_VW_ZEHTEH_RAC_R;
ZEHTEH_RAC_H;S4H_TB_ZEHTEH_RAC_H;S4H_VW_ZEHTEH_RAC_H_R;
ZEHTEH_REQSIST_T;S4H_TB_ZEHTEH_REQSIST_T;S4H_VW_ZEHTEH_REQSIST_T_R;
ZEHTEH_RIS;S4H_TB_ZEHTEH_RIS;S4H_VW_ZEHTEH_RIS_R;
ZEHTEH_RIS_T;S4H_TB_ZEHTEH_RIS_T;S4H_VW_ZEHTEH_RIS_T_R;
ZEHTEH_SGSS;S4H_TB_ZEHTEH_SGSS;S4H_VW_ZEHTEH_SGSS_R;
ZEHTEH_SGSS_H;S4H_TB_ZEHTEH_SGSS_H;S4H_VW_ZEHTEH_SGSS_H_R;
ZEHTEH_SUBCAT_T;S4H_TB_ZEHTEH_SUBCAT_T;S4H_VW_ZEHTEH_SUBCAT_T_R;
ZEHTEH_SUBCLRA_T;S4H_TB_ZEHTEH_SUBCLRA_T;S4H_VW_ZEHTEH_SUBCLRA_T_R;
ZEHTEH_SUBCLRAC;S4H_TB_ZEHTEH_SUBCLRAC;S4H_VW_ZEHTEH_SUBCLRAC_R;
ZEHTEH_SUBREQ_T;S4H_TB_ZEHTEH_SUBREQ_T;S4H_VW_ZEHTEH_SUBREQ_T_R;
ZEHTEH_TIPO_NC_T;S4H_TB_ZEHTEH_TIPO_NC_T;S4H_VW_ZEHTEH_TIPO_NC_T_R;
ZEHTEH_TIPOSERV;S4H_TB_ZEHTEH_TIPOSERV;S4H_VW_ZEHTEH_TIPOSERV_R;
ZEHTEH_TIPSERV_T;S4H_TB_ZEHTEH_TIPSERV_T;S4H_VW_ZEHTEH_TIPSERV_T_R;
ZEHTEH_TPDIAL_T;S4H_TB_ZEHTEH_TPDIAL_T;S4H_VW_ZEHTEH_TPDIAL_T_R;
ZEHTEH_WFTP_LOG;S4H_TB_ZEHTEH_WFTP_LOG;S4H_VW_ZEHTEH_WFTP_LOG_R;
ZEHTHR_PLAN_ACT;S4H_TB_ZEHTHR_PLAN_ACT;S4H_VW_ZEHTHR_PLAN_ACT_R;
ZEHTHR_PLAN_VERI;S4H_TB_ZEHTHR_PLAN_VERI;S4H_VW_ZEHTHR_PLAN_VERI_R;
ZEPTSD_OICQP;S4H_TB_ZEPTSD_OICQP;S4H_VW_ZEPTSD_OICQP_R;
ZEPTSD_QUOTLOG;S4H_TB_ZEPTSD_QUOTLOG;S4H_VW_ZEPTSD_QUOTLOG_R;
ZEPTSD_WFSOAPLOG;S4H_TB_ZEPTSD_WFSOAPLOG;S4H_VW_ZEPTSD_WFSOAPLOG_R;
ZEPTSDAPROV;S4H_TB_ZEPTSDAPROV;S4H_VW_ZEPTSDAPROV_R;
ZIRTGLREVACCR;S4H_TB_ZIRTGLREVACCR;S4H_VW_ZIRTGLREVACCR_R;
ZIRTSD_MATFAMOPR;S4H_TB_ZIRTSD_MATFAMOPR;S4H_VW_ZIRTSD_MATFAMOPR_R;
ZMKTMM_ZOOM_PLAN;S4H_TB_ZMKTMM_ZOOM_PLAN;S4H_VW_ZMKTMM_ZOOM_PLAN_R;
ZMKVMM_SARBOXC_T;S4H_TB_ZMKVMM_SARBOXC_T;S4H_VW_ZMKVMM_SARBOXC_T_R;
ZMLTMM_HFM_AJUST;S4H_TB_ZMLTMM_HFM_AJUST;S4H_VW_ZMLTMM_HFM_AJUST_R;
ZMLTMM_HFM_INTER;S4H_TB_ZMLTMM_HFM_INTER;S4H_VW_ZMLTMM_HFM_INTER_R;
ZMLTMM_HFM_NORMA;S4H_TB_ZMLTMM_HFM_NORMA;S4H_VW_ZMLTMM_HFM_NORMA_R;
ZMLTMM_PROC_HFM;S4H_TB_ZMLTMM_PROC_HFM;S4H_VW_ZMLTMM_PROC_HFM_R;
ZMNTMM_DEL_RESER;S4H_TB_ZMNTMM_DEL_RESER;S4H_VW_ZMNTMM_DEL_RESER_R;
ZMNTMM_MRP;S4H_TB_ZMNTMM_MRP;S4H_VW_ZMNTMM_MRP_R;
ZMNTMM_REJECTION;S4H_TB_ZMNTMM_REJECTION;S4H_VW_ZMNTMM_REJECTION_R;
ZNITPMFAILINDIC;S4H_TB_ZNITPMFAILINDIC;S4H_VW_ZNITPMFAILINDIC_R;
ZNITPPBAGINFO;S4H_TB_ZNITPPBAGINFO;S4H_VW_ZNITPPBAGINFO_R;
ZOVTBC_DUMP_DATA;S4H_TB_ZOVTBC_DUMP_DATA;S4H_VW_ZOVTBC_DUMP_DATA_R;
ZOVTEHS_010;S4H_TB_ZOVTEHS_010;S4H_VW_ZOVTEHS_010_R;
ZOVTEHS_011;S4H_TB_ZOVTEHS_011;S4H_VW_ZOVTEHS_011_R;
ZOVTEHS_012;S4H_TB_ZOVTEHS_012;S4H_VW_ZOVTEHS_012_R;
ZOVTFI_CAPEX_001;S4H_TB_ZOVTFI_CAPEX_001;S4H_VW_ZOVTFI_CAPEX_001_R;
ZOVTFI_CAPEX_002;S4H_TB_ZOVTFI_CAPEX_002;S4H_VW_ZOVTFI_CAPEX_002_R;
ZOVTFI_CAPEX_003;S4H_TB_ZOVTFI_CAPEX_003;S4H_VW_ZOVTFI_CAPEX_003_R;
ZOVTFI_CAPEX_004;S4H_TB_ZOVTFI_CAPEX_004;S4H_VW_ZOVTFI_CAPEX_004_R;
ZOVTFI_CAPEX_005;S4H_TB_ZOVTFI_CAPEX_005;S4H_VW_ZOVTFI_CAPEX_005_R;
ZOVTFI_CAPEX_010;S4H_TB_ZOVTFI_CAPEX_010;S4H_VW_ZOVTFI_CAPEX_010_R;
ZOVTFI_CAPEX_011;S4H_TB_ZOVTFI_CAPEX_011;S4H_VW_ZOVTFI_CAPEX_011_R;
ZOVTFI_CAPEX_014;S4H_TB_ZOVTFI_CAPEX_014;S4H_VW_ZOVTFI_CAPEX_014_R;
ZOVTFI_CAPEX_018;S4H_TB_ZOVTFI_CAPEX_018;S4H_VW_ZOVTFI_CAPEX_018_R;
ZOVTFI_CAPEX_019;S4H_TB_ZOVTFI_CAPEX_019;S4H_VW_ZOVTFI_CAPEX_019_R;
ZOVTFI_CFEM_AJSN;S4H_TB_ZOVTFI_CFEM_AJSN;S4H_VW_ZOVTFI_CFEM_AJSN_R;
ZOVTFI_CFEM_AJUS;S4H_TB_ZOVTFI_CFEM_AJUS;S4H_VW_ZOVTFI_CFEM_AJUS_R;
ZOVTFI_CFEM_BPLA;S4H_TB_ZOVTFI_CFEM_BPLA;S4H_VW_ZOVTFI_CFEM_BPLA_R;
ZOVTFI_CFEM_CFOP;S4H_TB_ZOVTFI_CFEM_CFOP;S4H_VW_ZOVTFI_CFEM_CFOP_R;
ZOVTFI_CFEM_CONT;S4H_TB_ZOVTFI_CFEM_CONT;S4H_VW_ZOVTFI_CFEM_CONT_R;
ZOVTFI_CFEM_DATE;S4H_TB_ZOVTFI_CFEM_DATE;S4H_VW_ZOVTFI_CFEM_DATE_R;
ZOVTFI_CFEM_DIFE;S4H_TB_ZOVTFI_CFEM_DIFE;S4H_VW_ZOVTFI_CFEM_DIFE_R;
ZOVTFI_CFEM_FIN;S4H_TB_ZOVTFI_CFEM_FIN;S4H_VW_ZOVTFI_CFEM_FIN_R;
ZOVTFI_CFEM_FINN;S4H_TB_ZOVTFI_CFEM_FINN;S4H_VW_ZOVTFI_CFEM_FINN_R;
ZOVTFI_CFEM_LOG;S4H_TB_ZOVTFI_CFEM_LOG;S4H_VW_ZOVTFI_CFEM_LOG_R;
ZOVTFI_CFEM_MAT;S4H_TB_ZOVTFI_CFEM_MAT;S4H_VW_ZOVTFI_CFEM_MAT_R;
ZOVTFI_CFEM_MDAT;S4H_TB_ZOVTFI_CFEM_MDAT;S4H_VW_ZOVTFI_CFEM_MDAT_R;
ZOVTFI_CFEM_PERF;S4H_TB_ZOVTFI_CFEM_PERF;S4H_VW_ZOVTFI_CFEM_PERF_R;
ZOVTFI_CFEM_ROM;S4H_TB_ZOVTFI_CFEM_ROM;S4H_VW_ZOVTFI_CFEM_ROM_R;
ZOVTFI_CFEM_S1;S4H_TB_ZOVTFI_CFEM_S1;S4H_VW_ZOVTFI_CFEM_S1_R;
ZOVTFI_CFEM_S1N;S4H_TB_ZOVTFI_CFEM_S1N;S4H_VW_ZOVTFI_CFEM_S1N_R;
ZOVTFI_CFEM_S2;S4H_TB_ZOVTFI_CFEM_S2;S4H_VW_ZOVTFI_CFEM_S2_R;
ZOVTFI_CFEM_S2N;S4H_TB_ZOVTFI_CFEM_S2N;S4H_VW_ZOVTFI_CFEM_S2N_R;
ZOVTFI_CFEM_S3;S4H_TB_ZOVTFI_CFEM_S3;S4H_VW_ZOVTFI_CFEM_S3_R;
ZOVTFI_CFEM_S3N;S4H_TB_ZOVTFI_CFEM_S3N;S4H_VW_ZOVTFI_CFEM_S3N_R;
ZOVTFI_CFEM_S4;S4H_TB_ZOVTFI_CFEM_S4;S4H_VW_ZOVTFI_CFEM_S4_R;
ZOVTFI_CFEM_S4N;S4H_TB_ZOVTFI_CFEM_S4N;S4H_VW_ZOVTFI_CFEM_S4N_R;
ZOVTFI_CFEM_S5;S4H_TB_ZOVTFI_CFEM_S5;S4H_VW_ZOVTFI_CFEM_S5_R;
ZOVTFI_CFEM_S6;S4H_TB_ZOVTFI_CFEM_S6;S4H_VW_ZOVTFI_CFEM_S6_R;
ZOVTFI_CFEM_S7;S4H_TB_ZOVTFI_CFEM_S7;S4H_VW_ZOVTFI_CFEM_S7_R;
ZOVTFI_CFEM_S7N;S4H_TB_ZOVTFI_CFEM_S7N;S4H_VW_ZOVTFI_CFEM_S7N_R;
ZOVTFI_CFEM_S8;S4H_TB_ZOVTFI_CFEM_S8;S4H_VW_ZOVTFI_CFEM_S8_R;
ZOVTFI_CFEM_S9;S4H_TB_ZOVTFI_CFEM_S9;S4H_VW_ZOVTFI_CFEM_S9_R;
ZOVTFI_CFEM_SPT;S4H_TB_ZOVTFI_CFEM_SPT;S4H_VW_ZOVTFI_CFEM_SPT_R;
ZOVTFI_CFEM_TAX;S4H_TB_ZOVTFI_CFEM_TAX;S4H_VW_ZOVTFI_CFEM_TAX_R;
ZOVTFI_CFEM_VAR;S4H_TB_ZOVTFI_CFEM_VAR;S4H_VW_ZOVTFI_CFEM_VAR_R;
ZOVTFI_CIAP;S4H_TB_ZOVTFI_CIAP;S4H_VW_ZOVTFI_CIAP_R;
ZOVTFI_CIAP_H;S4H_TB_ZOVTFI_CIAP_H;S4H_VW_ZOVTFI_CIAP_H_R;
ZOVTFI_CLASS_EFD;S4H_TB_ZOVTFI_CLASS_EFD;S4H_VW_ZOVTFI_CLASS_EFD_R;
ZOVTFI_CTRL_DM;S4H_TB_ZOVTFI_CTRL_DM;S4H_VW_ZOVTFI_CTRL_DM_R;
ZOVTFI_DEB_CONTA;S4H_TB_ZOVTFI_DEB_CONTA;S4H_VW_ZOVTFI_DEB_CONTA_R;
ZOVTFI_DEB_MAT;S4H_TB_ZOVTFI_DEB_MAT;S4H_VW_ZOVTFI_DEB_MAT_R;
ZOVTFI_DEB_MINAS;S4H_TB_ZOVTFI_DEB_MINAS;S4H_VW_ZOVTFI_DEB_MINAS_R;
ZOVTFI_DEB_MINAT;S4H_TB_ZOVTFI_DEB_MINAT;S4H_VW_ZOVTFI_DEB_MINAT_R;
ZOVTFI_DEB_ORDEM;S4H_TB_ZOVTFI_DEB_ORDEM;S4H_VW_ZOVTFI_DEB_ORDEM_R;
ZOVTFI_DEB_RAT;S4H_TB_ZOVTFI_DEB_RAT;S4H_VW_ZOVTFI_DEB_RAT_R;
ZOVTFI_EBTD_SAVE;S4H_TB_ZOVTFI_EBTD_SAVE;S4H_VW_ZOVTFI_EBTD_SAVE_R;
ZOVTFI_ECOMEX_NF;S4H_TB_ZOVTFI_ECOMEX_NF;S4H_VW_ZOVTFI_ECOMEX_NF_R;
ZOVTFI_ESTR_DFC;S4H_TB_ZOVTFI_ESTR_DFC;S4H_VW_ZOVTFI_ESTR_DFC_R;
ZOVTFI_F120_F130;S4H_TB_ZOVTFI_F120_F130;S4H_VW_ZOVTFI_F120_F130_R;
ZOVTFI_F120F130N;S4H_TB_ZOVTFI_F120F130N;S4H_VW_ZOVTFI_F120F130N_R;
ZOVTFI_INVES_XRT;S4H_TB_ZOVTFI_INVES_XRT;S4H_VW_ZOVTFI_INVES_XRT_R;
ZOVTFI_NCX_BKPF;S4H_TB_ZOVTFI_NCX_BKPF;S4H_VW_ZOVTFI_NCX_BKPF_R;
ZOVTFI_NCX_BSEG;S4H_TB_ZOVTFI_NCX_BSEG;S4H_VW_ZOVTFI_NCX_BSEG_R;
ZOVTFI_PARM_SCHE;S4H_TB_ZOVTFI_PARM_SCHE;S4H_VW_ZOVTFI_PARM_SCHE_R;
ZOVTFI_REG_CAMPO;S4H_TB_ZOVTFI_REG_CAMPO;S4H_VW_ZOVTFI_REG_CAMPO_R;
ZOVTFI_RMCUR_DET;S4H_TB_ZOVTFI_RMCUR_DET;S4H_VW_ZOVTFI_RMCUR_DET_R;
ZOVTFI_RMCUR_LOG;S4H_TB_ZOVTFI_RMCUR_LOG;S4H_VW_ZOVTFI_RMCUR_LOG_R;
ZOVTFI_RULE_BKPF;S4H_TB_ZOVTFI_RULE_BKPF;S4H_VW_ZOVTFI_RULE_BKPF_R;
ZOVTFI_RULE_BSEG;S4H_TB_ZOVTFI_RULE_BSEG;S4H_VW_ZOVTFI_RULE_BSEG_R;
ZOVTFI_SCHED;S4H_TB_ZOVTFI_SCHED;S4H_VW_ZOVTFI_SCHED_R;
ZOVTFI_SCHED_LOG;S4H_TB_ZOVTFI_SCHED_LOG;S4H_VW_ZOVTFI_SCHED_LOG_R;
ZOVTFI_SCHEDULE;S4H_TB_ZOVTFI_SCHEDULE;S4H_VW_ZOVTFI_SCHEDULE_R;
ZOVTFI_TBTCO;S4H_TB_ZOVTFI_TBTCO;S4H_VW_ZOVTFI_TBTCO_R;
ZOVTFI_TBTCP;S4H_TB_ZOVTFI_TBTCP;S4H_VW_ZOVTFI_TBTCP_R;
ZOVTFI_TFRM_SUDE;S4H_TB_ZOVTFI_TFRM_SUDE;S4H_VW_ZOVTFI_TFRM_SUDE_R;
ZOVTFI_TIPO_NCX;S4H_TB_ZOVTFI_TIPO_NCX;S4H_VW_ZOVTFI_TIPO_NCX_R;
ZOVTFI_VAR_EMP;S4H_TB_ZOVTFI_VAR_EMP;S4H_VW_ZOVTFI_VAR_EMP_R;
ZOVTFI_VARIANTE;S4H_TB_ZOVTFI_VARIANTE;S4H_VW_ZOVTFI_VARIANTE_R;
ZOVTFI_VL_BKPF;S4H_TB_ZOVTFI_VL_BKPF;S4H_VW_ZOVTFI_VL_BKPF_R;
ZOVTFI_VL_BSEG;S4H_TB_ZOVTFI_VL_BSEG;S4H_VW_ZOVTFI_VL_BSEG_R;
ZOVTFI_VLNC_BKPF;S4H_TB_ZOVTFI_VLNC_BKPF;S4H_VW_ZOVTFI_VLNC_BKPF_R;
ZOVTFI_VLNC_BSEG;S4H_TB_ZOVTFI_VLNC_BSEG;S4H_VW_ZOVTFI_VLNC_BSEG_R;
ZOVTFI_WFACCAREA;S4H_TB_ZOVTFI_WFACCAREA;S4H_VW_ZOVTFI_WFACCAREA_R;
ZOVTFI_WFCOMPAC2;S4H_TB_ZOVTFI_WFCOMPAC2;S4H_VW_ZOVTFI_WFCOMPAC2_R;
ZOVTFICAL;S4H_TB_ZOVTFICAL;S4H_VW_ZOVTFICAL_R;
ZOVTFICNSDICAT;S4H_TB_ZOVTFICNSDICAT;S4H_VW_ZOVTFICNSDICAT_R;
ZOVTFICNSDLOG;S4H_TB_ZOVTFICNSDLOG;S4H_VW_ZOVTFICNSDLOG_R;
ZOVTFICNSDLOG1;S4H_TB_ZOVTFICNSDLOG1;S4H_VW_ZOVTFICNSDLOG1_R;
ZOVTFICNSDLOG2;S4H_TB_ZOVTFICNSDLOG2;S4H_VW_ZOVTFICNSDLOG2_R;
ZOVTFICNSDRUNDT;S4H_TB_ZOVTFICNSDRUNDT;S4H_VW_ZOVTFICNSDRUNDT_R;
ZOVTFICNSDRUNDT1;S4H_TB_ZOVTFICNSDRUNDT1;S4H_VW_ZOVTFICNSDRUNDT1_R;
ZOVTFICNVATIFLOG;S4H_TB_ZOVTFICNVATIFLOG;S4H_VW_ZOVTFICNVATIFLOG_R;
ZOVTFIGOODS;S4H_TB_ZOVTFIGOODS;S4H_VW_ZOVTFIGOODS_R;
ZOVTFILPESTR;S4H_TB_ZOVTFILPESTR;S4H_VW_ZOVTFILPESTR_R;
ZOVTFISERV;S4H_TB_ZOVTFISERV;S4H_VW_ZOVTFISERV_R;
ZOVTFITAX;S4H_TB_ZOVTFITAX;S4H_VW_ZOVTFITAX_R;
ZOVTHR_CROSSIDW3;S4H_TB_ZOVTHR_CROSSIDW3;S4H_VW_ZOVTHR_CROSSIDW3_R;
ZOVTHR_MDMDATAW3;S4H_TB_ZOVTHR_MDMDATAW3;S4H_VW_ZOVTHR_MDMDATAW3_R;
ZOVTKDCUSTO;S4H_TB_ZOVTKDCUSTO;S4H_VW_ZOVTKDCUSTO_R;
ZOVTKDDOCMAT;S4H_TB_ZOVTKDDOCMAT;S4H_VW_ZOVTKDDOCMAT_R;
ZOVTKDENDERECO;S4H_TB_ZOVTKDENDERECO;S4H_VW_ZOVTKDENDERECO_R;
ZOVTKDINVHEADER;S4H_TB_ZOVTKDINVHEADER;S4H_VW_ZOVTKDINVHEADER_R;
ZOVTKDINVITEM;S4H_TB_ZOVTKDINVITEM;S4H_VW_ZOVTKDINVITEM_R;
ZOVTKDMATERIAL;S4H_TB_ZOVTKDMATERIAL;S4H_VW_ZOVTKDMATERIAL_R;
ZOVTKDMOVIMENT;S4H_TB_ZOVTKDMOVIMENT;S4H_VW_ZOVTKDMOVIMENT_R;
ZOVTKDOMHEADER;S4H_TB_ZOVTKDOMHEADER;S4H_VW_ZOVTKDOMHEADER_R;
ZOVTKDOMLOG;S4H_TB_ZOVTKDOMLOG;S4H_VW_ZOVTKDOMLOG_R;
ZOVTKDPEDIDO;S4H_TB_ZOVTKDPEDIDO;S4H_VW_ZOVTKDPEDIDO_R;
ZOVTKDRESERVA;S4H_TB_ZOVTKDRESERVA;S4H_VW_ZOVTKDRESERVA_R;
ZOVTKDSALDO;S4H_TB_ZOVTKDSALDO;S4H_VW_ZOVTKDSALDO_R;
ZOVTKDSOLHEADER;S4H_TB_ZOVTKDSOLHEADER;S4H_VW_ZOVTKDSOLHEADER_R;
ZOVTKDSOLHIST;S4H_TB_ZOVTKDSOLHIST;S4H_VW_ZOVTKDSOLHIST_R;
ZOVTKDSOLITEM;S4H_TB_ZOVTKDSOLITEM;S4H_VW_ZOVTKDSOLITEM_R;
ZOVTKDSOLITEMSEQ;S4H_TB_ZOVTKDSOLITEMSEQ;S4H_VW_ZOVTKDSOLITEMSEQ_R;
ZOVTKDSOLPICKTRS;S4H_TB_ZOVTKDSOLPICKTRS;S4H_VW_ZOVTKDSOLPICKTRS_R;
ZOVTMM_AIW1;S4H_TB_ZOVTMM_AIW1;S4H_VW_ZOVTMM_AIW1_R;
ZOVTMM_AIW2;S4H_TB_ZOVTMM_AIW2;S4H_VW_ZOVTMM_AIW2_R;
ZOVTMM_AIW3;S4H_TB_ZOVTMM_AIW3;S4H_VW_ZOVTMM_AIW3_R;
ZOVTMM_AIW4;S4H_TB_ZOVTMM_AIW4;S4H_VW_ZOVTMM_AIW4_R;
ZOVTMM_AIW5;S4H_TB_ZOVTMM_AIW5;S4H_VW_ZOVTMM_AIW5_R;
ZOVTMM_AIW6;S4H_TB_ZOVTMM_AIW6;S4H_VW_ZOVTMM_AIW6_R;
ZOVTMM_APPR_L0;S4H_TB_ZOVTMM_APPR_L0;S4H_VW_ZOVTMM_APPR_L0_R;
ZOVTMM_CUST_DECL;S4H_TB_ZOVTMM_CUST_DECL;S4H_VW_ZOVTMM_CUST_DECL_R;
ZOVTMM_DRAFT_SUR;S4H_TB_ZOVTMM_DRAFT_SUR;S4H_VW_ZOVTMM_DRAFT_SUR_R;
ZOVTMM_FRSPARC;S4H_TB_ZOVTMM_FRSPARC;S4H_VW_ZOVTMM_FRSPARC_R;
ZOVTMM_FRSTOTAL;S4H_TB_ZOVTMM_FRSTOTAL;S4H_VW_ZOVTMM_FRSTOTAL_R;
ZOVTMM_GROUP_LOG;S4H_TB_ZOVTMM_GROUP_LOG;S4H_VW_ZOVTMM_GROUP_LOG_R;
ZOVTMM_IAMUSER;S4H_TB_ZOVTMM_IAMUSER;S4H_VW_ZOVTMM_IAMUSER_R;
ZOVTMM_IAMUSER_H;S4H_TB_ZOVTMM_IAMUSER_H;S4H_VW_ZOVTMM_IAMUSER_H_R;
ZOVTMM_INV_BLEND;S4H_TB_ZOVTMM_INV_BLEND;S4H_VW_ZOVTMM_INV_BLEND_R;
ZOVTMM_INV_DISCH;S4H_TB_ZOVTMM_INV_DISCH;S4H_VW_ZOVTMM_INV_DISCH_R;
